Petition,URL,State,Signatures Count,petition_id,opened_date,debate_threshold_reached,scheduled_debate_date,closed_date
Add animal care to the national curriculum ,https://petition.parliament.uk/petitions/716897,closed,69,716897,2025-04-25,,,2025-10-25
Ban state schools from making Religious Studies a mandatory GCSE subject,https://petition.parliament.uk/petitions/716922,closed,42,716922,2025-03-28,,,2025-09-28
Put the dangers of methanol poisoning on the school curriculum,https://petition.parliament.uk/petitions/716935,closed,12442,716935,2025-04-15,,,2025-10-15
Require CCTV cameras in all SEN schools and settings such as transport,https://petition.parliament.uk/petitions/716939,closed,377,716939,2025-03-25,,,2025-09-25
Provide urgent ring-fenced funding for counsellors in every school in England,https://petition.parliament.uk/petitions/716942,closed,847,716942,2025-03-26,,,2025-09-26
Change the switch back to British Summer Time (BST) to approx 1st March,https://petition.parliament.uk/petitions/716983,closed,36,716983,2025-03-25,,,2025-09-25
Specify China under Enhanced Tier of the Foreign Influence Registration Scheme,https://petition.parliament.uk/petitions/716992,closed,5914,716992,2025-04-08,,,2025-10-08
Do not support deployment of small modular reactors,https://petition.parliament.uk/petitions/717008,closed,19,717008,2025-03-26,,,2025-09-26
Replace percentage pay increases with flat rate rise for public sector employees,https://petition.parliament.uk/petitions/717026,closed,30,717026,2025-04-08,,,2025-10-08
Allow Sponsored workers to work for 24hrs per week in a second job ,https://petition.parliament.uk/petitions/717033,closed,27,717033,2025-03-25,,,2025-09-25
Amend the guidance on developing school uniform policy: require practicality,https://petition.parliament.uk/petitions/717040,closed,100,717040,2025-04-09,,,2025-10-09
Review anti-dumping measures and duties,https://petition.parliament.uk/petitions/717056,closed,19,717056,2025-04-01,,,2025-10-01
Provide funding for nit nurses to visit schools,https://petition.parliament.uk/petitions/717062,closed,40,717062,2025-03-28,,,2025-09-28
End the Injustice: Grant British Nationals (Overseas) Full UK Citizenship,https://petition.parliament.uk/petitions/717065,closed,36182,717065,2025-03-27,,,2025-09-27
Require airlines to provide/sell sanitary products,https://petition.parliament.uk/petitions/717071,closed,49,717071,2025-03-26,,,2025-09-26
Review marginal cost pricing and energy bills,https://petition.parliament.uk/petitions/717088,closed,64,717088,2025-03-27,,,2025-09-27
Grant £10K per year to small retailers facing losses from shoplifting,https://petition.parliament.uk/petitions/717092,closed,305,717092,2025-03-28,,,2025-09-28
Make St Swithin's Day a Bank Holiday,https://petition.parliament.uk/petitions/717103,closed,39,717103,2025-03-26,,,2025-09-26
Reform the taxation system: Increase the number of tax bands & abolish NI & VAT,https://petition.parliament.uk/petitions/717108,closed,74,717108,2025-04-03,,,2025-10-03
Treat unmarried couples the same as married couples for inheritance tax,https://petition.parliament.uk/petitions/717117,closed,28,717117,2025-03-26,,,2025-09-26
Extend FOIA to any private company providing services under government contract,https://petition.parliament.uk/petitions/717120,closed,675,717120,2025-03-25,,,2025-09-25
"Legislate for Mobile Phones to have Hardware ""Kill Switch"" to help reduce thefts",https://petition.parliament.uk/petitions/717126,closed,46,717126,2025-04-16,,,2025-10-16
Amend planning regulations to help enable commercial on-site living spaces,https://petition.parliament.uk/petitions/717130,closed,17,717130,2025-03-27,,,2025-09-27
Stop self-employed parents from using the CMS,https://petition.parliament.uk/petitions/717141,closed,22,717141,2025-04-02,,,2025-10-02
Set an ambitious target for building more apartments,https://petition.parliament.uk/petitions/717178,closed,19,717178,2025-03-31,,,2025-09-30
Fund more doctor postgraduate training posts in the NHS,https://petition.parliament.uk/petitions/717182,closed,553,717182,2025-03-25,,,2025-09-25
"Unban the supply of plastic straws, stirrers and cotton buds",https://petition.parliament.uk/petitions/717192,closed,35,717192,2025-03-26,,,2025-09-26
Require councils to limit temporary accommodation to a maximum of 4 years,https://petition.parliament.uk/petitions/717197,closed,190,717197,2025-04-01,,,2025-10-01
Repeal the Investigatory Powers Act,https://petition.parliament.uk/petitions/717199,closed,192,717199,2025-03-28,,,2025-09-28
"Strengthen law on tortoise breeding, ownership and imports",https://petition.parliament.uk/petitions/717208,closed,37,717208,2025-03-27,,,2025-09-27
Abolish stamp duty for downsizers of pension age,https://petition.parliament.uk/petitions/717227,closed,43,717227,2025-03-25,,,2025-09-25
Cap the cost of council fines at 100% of the original charge,https://petition.parliament.uk/petitions/717233,closed,28,717233,2025-03-27,,,2025-09-27
"Require licences for all air guns, including bb guns, and knives",https://petition.parliament.uk/petitions/717243,closed,42,717243,2025-03-28,,,2025-09-28
Introduce a minimum trainee teacher wage equivalent to Teaching Assistant salary,https://petition.parliament.uk/petitions/717249,closed,559,717249,2025-04-08,,,2025-10-08
